Id	Label	NodeType	Community_Lvl_0	Community_Lvl_1	Infered_Community_Name_Lvl_0	Infered_Community_Name_Lvl_1
Distributor&Repairer system manager__s	Distributor&Repairer system manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Software engineer__s	Software engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Global Product Manager__s	Global Product Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Sourcing Project Manager__s	Sourcing Project Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Director__s	Director	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Senior Digital Producer__s	Senior Digital Producer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Process Engineer__s	Process Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
R&D Developer__s	R&D Developer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Principal - SG Consulting__s	Principal - SG Consulting	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
R&D Manager__s	R&D Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Financial Adviser__s	Financial Adviser	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Architect Urban Planner__s	Architect Urban Planner	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Junior Exploration Geologist__s	Junior Exploration Geologist	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Citrix Engineer__s	Citrix Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Team Leader__s	Team Leader	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Project Director__s	Project Director	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Project Manager__s	Project Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Business Intelligence Consultant - Project Manager__s	Business Intelligence Consultant - Project Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Product Manager__s	Product Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
informaticien__s	informaticien	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Coach - Agile Coach - Trainer - Facilitator__s	Coach - Agile Coach - Trainer - Facilitator	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
SENIOR PROJECT BUYER__s	SENIOR PROJECT BUYER	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Commissioning Engineer__s	Commissioning Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Contact Center Business Architect__s	Contact Center Business Architect	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
WTCC Sporting Manager__s	WTCC Sporting Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Principal Software Engineer__s	Principal Software Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
CIO Europe__s	CIO Europe	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
I.T. engineer__s	I.T. engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Tools TD__s	Tools TD	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
technicien integration__s	technicien integration	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Research Intern__s	Research Intern	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Network IT Architect__s	Network IT Architect	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
IT Manager / System Administrator__s	IT Manager / System Administrator	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Chief Information Security & Production Officer__s	Chief Information Security & Production Officer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
PHD Researcher__s	PHD Researcher	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Co-founder & CTO__s	Co-founder & CTO	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Technical and R&D Director__s	Technical and R&D Director	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Computer Support Engineer__s	Computer Support Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Project Manager / Solution Architect__s	Project Manager / Solution Architect	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Internship Junior Consultant__s	Internship Junior Consultant	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Emergency Response Manager__s	Emergency Response Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
WAN Lead__s	WAN Lead	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Network Engineer__s	Network Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
International Sourcing__s	International Sourcing	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Strategy & Company Development__s	Strategy & Company Development	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
WInd Analyst, CFD Engineer__s	WInd Analyst, CFD Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Founder__s	Founder	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Brand Director Western Europe__s	Brand Director Western Europe	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Financial Controller__s	Financial Controller	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Solution Architect__s	Solution Architect	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Programme Manager__s	Programme Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Finance Director__s	Finance Director	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Member__s	Member	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Mobility & Workplace Transformation Architect__s	Mobility & Workplace Transformation Architect	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Solution Architect at CA Technologies__s	Solution Architect at CA Technologies	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Business Process Development Manager__s	Business Process Development Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Technical Writer__s	Technical Writer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Cloud Chief Technologist__s	Cloud Chief Technologist	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
flask__t	flask	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
system architecture__t	system architecture	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
wcf__t	wcf	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
shipyards__t	shipyards	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
marketing digitale__t	marketing digitale	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
simulink__t	simulink	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
water resources__t	water resources	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
salesforce.com certified administrator__t	salesforce.com certified administrator	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
scrum__t	scrum	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
automotive engineering__t	automotive engineering	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
saas__t	saas	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
spring__t	spring	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
networking__t	networking	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
safety management systems__t	safety management systems	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
analysis__t	analysis	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
hardware diagnostics__t	hardware diagnostics	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
wireless networking__t	wireless networking	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
workflow__t	workflow	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
jsp__t	jsp	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
weapons__t	weapons	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
materials management__t	materials management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
debugging__t	debugging	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
international logistics__t	international logistics	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
requirements gathering__t	requirements gathering	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
project management__t	project management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
international mobility__t	international mobility	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
bash__t	bash	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
rail__t	rail	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
process engineering__t	process engineering	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
program management__t	program management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
xml__t	xml	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
.net__t	.net	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
wifi__t	wifi	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
manufacturing engineering__t	manufacturing engineering	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
credit__t	credit	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
signal integrity__t	signal integrity	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
plc__t	plc	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
analyses__t	analyses	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
embedded systems__t	embedded systems	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
image analysis__t	image analysis	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
recruiting__t	recruiting	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
shipping__t	shipping	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
employee relations__t	employee relations	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
waste water treatment plants__t	waste water treatment plants	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
architectures__t	architectures	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
recycling__t	recycling	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
forecasting__t	forecasting	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
kaizen__t	kaizen	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
fasteners__t	fasteners	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
restructuring__t	restructuring	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
arcgis__t	arcgis	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
functional analysis__t	functional analysis	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
cross-functional team leadership__t	cross-functional team leadership	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
unix shell scripting__t	unix shell scripting	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
bgp__t	bgp	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
hardware__t	hardware	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
cloud computing__t	cloud computing	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
carbon footprinting__t	carbon footprinting	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
wind turbines__t	wind turbines	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
gprs__t	gprs	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
security__t	security	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
business analysis__t	business analysis	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
git__t	git	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
vendor management__t	vendor management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
sap r/3__t	sap r/3	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
road__t	road	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
joomla__t	joomla	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
creativity skills__t	creativity skills	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
team leadership__t	team leadership	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
letters of credit__t	letters of credit	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
programming__t	programming	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
manufacturing__t	manufacturing	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
business process...__t	business process...	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
security management__t	security management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
uml__t	uml	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
electrical engineering__t	electrical engineering	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
vehicles__t	vehicles	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
business process__t	business process	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
solid mechanics__t	solid mechanics	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
technical analysis__t	technical analysis	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
computational chemistry__t	computational chemistry	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
web services__t	web services	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
human resources__t	human resources	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
testing__t	testing	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
lvs__t	lvs	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
mechatronics__t	mechatronics	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
water__t	water	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
eda__t	eda	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
troubleshooting__t	troubleshooting	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
outsourcing__t	outsourcing	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
pki__t	pki	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
microsoft sql server__t	microsoft sql server	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
software project management__t	software project management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
linux__t	linux	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
windows 7__t	windows 7	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
kpi reports__t	kpi reports	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
php__t	php	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
purchasing__t	purchasing	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
web applications__t	web applications	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
opencv__t	opencv	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
supply chain management__t	supply chain management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
soa__t	soa	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
sip__t	sip	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
cisco nexus__t	cisco nexus	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
formulation__t	formulation	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
yeast__t	yeast	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
han__s	han	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
international project management__t	international project management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
process analysis__t	process analysis	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
software design__t	software design	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
legal issues__t	legal issues	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
servers__t	servers	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
html5__t	html5	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
gis__t	gis	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
copper__t	copper	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
jms__t	jms	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
training__t	training	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
statistical data analysis__t	statistical data analysis	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
logistics__t	logistics	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
planning__t	planning	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
storage__t	storage	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
jni__t	jni	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
network security__t	network security	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
hr consulting__t	hr consulting	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
software implementation__t	software implementation	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
scilab__t	scilab	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
sourcing__t	sourcing	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
train the trainer__t	train the trainer	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
multitasking skills__t	multitasking skills	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
power management__t	power management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
geology__t	geology	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
sensors__t	sensors	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
css__t	css	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
single sourcing__t	single sourcing	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
hr transformation__t	hr transformation	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
manufacturing operations management__t	manufacturing operations management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
aeronautical senior consultant__s	aeronautical senior consultant	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
fpga__t	fpga	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
it management__t	it management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
wireless__t	wireless	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
production planning__t	production planning	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
consulting rh__t	consulting rh	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
helicopters__t	helicopters	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
feasibility studies__t	feasibility studies	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
supply chain__t	supply chain	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
uspv__t	uspv	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
shell scripting__t	shell scripting	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
early-stage startups__t	early-stage startups	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
marketing communications planning__t	marketing communications planning	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
automotive__t	automotive	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
mysql__t	mysql	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
signal processing__t	signal processing	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
vhdl__t	vhdl	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
assembly language__t	assembly language	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
project manager__t	project manager	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
iso 9000__t	iso 9000	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
professional services__t	professional services	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
coordinating events__t	coordinating events	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
tomcat__t	tomcat	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
information system...__t	information system...	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
transportation engineering__t	transportation engineering	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
software development__t	software development	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
iso__t	iso	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
ccna__t	ccna	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
information security__t	information security	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
iso 22000__t	iso 22000	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
logistics engineering__t	logistics engineering	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
quality management__t	quality management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
erp__t	erp	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
project coordination__t	project coordination	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
digital certificates__t	digital certificates	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
telephone__t	telephone	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
quality system__t	quality system	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
vmware__t	vmware	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
performance management__t	performance management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
protective relays__t	protective relays	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
telecommunications__t	telecommunications	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
labor relations__t	labor relations	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
network architecture__t	network architecture	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
banking__t	banking	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
information theory__t	information theory	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
fiber optics__t	fiber optics	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
creative problem solving__t	creative problem solving	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
infiniband__t	infiniband	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
ptc creo__t	ptc creo	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
urban planning__t	urban planning	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
powertrain__t	powertrain	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
tcp/ip__t	tcp/ip	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
failure analysis__t	failure analysis	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
unified communications__t	unified communications	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
supply chain optimization__t	supply chain optimization	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Software Engineer Asp .Net__s	Software Engineer Asp .Net	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
mbti__t	mbti	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
iso 27001__t	iso 27001	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
corporate actions__t	corporate actions	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
hydrogeology__t	hydrogeology	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
windows server__t	windows server	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
python__t	python	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
computer graphics__t	computer graphics	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
mac os x__t	mac os x	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
ksh__t	ksh	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
outsourcing it__t	outsourcing it	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
customer experience__t	customer experience	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
powershell__t	powershell	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
lean management__t	lean management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
open source software__t	open source software	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
strategic sourcing__t	strategic sourcing	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
lean six sigma__t	lean six sigma	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
it strategy__t	it strategy	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
digital signal processors__t	digital signal processors	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
team management__t	team management	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
it operations__t	it operations	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
sap erp__t	sap erp	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
manufacture__t	manufacture	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
gnu/linux__t	gnu/linux	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
hvac__t	hvac	1.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Information System Architect__s	Information System Architect	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
systems engineer__s	systems engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
projet manager__s	projet manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Industrial Property Manager__s	Industrial Property Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Accounting__s	Accounting	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Senior Managing Consultant__s	Senior Managing Consultant	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Enterprise Division Head of IFRS__s	Enterprise Division Head of IFRS	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Project Leader + Manager__s	Project Leader + Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Microsoft Consultant__s	Microsoft Consultant	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
QA Manager__s	QA Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Professional Actor__s	Professional Actor	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
IT and IT security audit__s	IT and IT security audit	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Testing & Commissioning__s	Testing & Commissioning	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
geotechnical engineer__s	geotechnical engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Senior Managing Director__s	Senior Managing Director	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Geotechnical/Tunnel Engineer__s	Geotechnical/Tunnel Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
